house_size_marla,num_residents,working_residents,urban_rural,energy_saving_appliances,weekend,month,temperature,num_lights,hours_lights,num_fans,hours_fans,num_AC,hours_AC,num_fridge,num_washing_machine,hours_washing_machine,num_TV,hours_TV,num_computer,hours_computer,num_water_heater,hours_water_heater,num_oven,hours_oven,num_microwave,hours_microwave,num_iron,hours_iron,num_water_pump,hours_water_pump,total_appliances,avg_daily_kwh,kwh_per_resident,monthly_kwh
7,6,2,Urban,0,0,11,21.0,15,6.1,5,11.4,0,6.2,1,1,0.8800000000000001,2,1.4300000000000002,0,7.8,2,0.2,0,1.6500000000000001,1,0.8,0,0.8,1,2.8,28,22.1,110.6,663.4
19,5,3,Rural,0,0,3,22.6,7,6.9,6,4.1,2,4.2,2,2,0.3,2,1.5,2,1.1,1,1.5,1,1.6,1,0.7,0,0.5,0,1.3,26,30.4,182.6,913.0
36,3,3,Rural,1,1,7,33.7,10,6.4,6,8.4,5,6.24,1,1,0.77,2,3.3000000000000003,2,7.1,2,0.7,1,0.44000000000000006,2,1.1,1,0.4,1,0.0,34,66.9,669.4,2008.1
56,6,2,Rural,1,0,8,37.3,19,6.8,6,11.76,2,6.84,2,2,0.7200000000000001,4,1.8900000000000001,1,7.9,2,0.3,1,0.54,1,0.5,0,0.7,0,1.4,40,42.8,213.9,1283.3
23,6,1,Urban,0,0,4,29.6,11,7.8,6,9.3,5,9.5,1,0,0.8,3,2.5,3,4.0,3,3.0,2,1.8,1,0.1,1,0.1,1,1.5,37,129.7,648.5,3891.1
39,5,3,Urban,1,0,7,33.9,15,4.0,2,9.0,5,14.16,1,2,0.5,4,6.2,1,1.5,1,3.0,1,0.7,1,0.6,0,0.6,0,1.3,33,130.4,782.6,3912.8
9,8,2,Urban,1,0,7,33.2,9,6.7,4,9.719999999999999,1,12.48,1,0,0.8800000000000001,3,4.07,2,3.4,1,3.7,0,1.6500000000000001,0,2.0,1,0.7,1,2.4,23,46.8,175.4,1403.1
73,7,1,Rural,1,0,4,28.9,14,7.7,3,5.2,2,5.0,1,1,0.66,5,1.7600000000000002,3,6.1,1,0.0,1,0.66,1,0.8,0,0.9,1,0.6,33,29.3,125.5,878.8
7,4,1,Urban,1,1,9,27.6,19,3.2,6,5.3,3,3.2,1,2,1.1,4,1.4300000000000002,1,3.2,2,2.8,1,1.4300000000000002,0,1.6,1,0.7,1,0.0,41,44.6,334.2,1336.6
49,7,1,Rural,0,0,12,14.5,11,4.6,6,10.2,3,4.7,2,2,0.1,4,3.1,3,0.1,1,2.6,2,1.3,2,1.5,0,0.2,1,0.2,37,48.8,209.1,1463.9
14,3,1,Urban,1,0,2,17.6,13,7.8,4,7.6,1,9.7,2,2,0.6,1,6.8,3,3.8,3,3.6,0,0.2,0,0.8,1,0.1,1,0.1,31,58.6,586.4,1759.2
72,6,1,Urban,0,1,8,28.4,12,8.0,3,8.64,5,11.4,2,1,0.55,2,1.87,0,3.5,2,0.6,1,1.87,1,1.0,0,0.0,1,2.1,30,118.9,594.5,3567.2
35,6,2,Urban,0,0,5,31.0,23,4.5,6,5.88,4,11.28,2,0,0.1,4,4.5,0,5.2,1,2.5,2,1.4,2,0.5,0,0.8,1,3.0,45,114.5,572.6,3435.4
45,3,1,Urban,0,0,12,15.6,21,7.3,2,10.0,3,3.9,2,2,0.4,5,4.8,0,1.3,2,2.0,1,0.1,2,0.2,1,0.0,0,1.8,41,47.5,475.3,1425.9
6,4,3,Urban,1,1,10,26.9,13,3.3,3,8.2,0,6.2,2,0,0.8800000000000001,1,2.4200000000000004,3,0.3,2,2.1,0,1.87,0,0.8,1,0.5,0,1.7,25,21.9,164.2,657.0
19,6,2,Rural,1,0,3,21.4,14,5.2,2,9.0,4,10.6,1,2,0.2,3,6.3,3,1.8,1,1.7,1,1.4,0,1.3,1,0.9,1,0.6,33,70.5,352.4,2114.7
29,7,3,Urban,1,0,12,18.7,18,4.7,7,6.4,5,4.6,1,0,0.1,3,7.1,2,3.3,1,2.3,2,2.0,2,1.7,1,0.7,1,2.7,43,62.4,267.4,1872.1
46,3,3,Urban,0,0,11,25.5,18,6.0,5,5.5,3,6.0,2,1,0.9,3,4.6,3,1.7,2,0.5,2,0.3,2,2.0,0,0.7,1,1.0,42,50.6,506.3,1519.0
9,6,1,Urban,0,0,6,33.9,17,7.3,4,11.04,1,6.119999999999999,2,0,0.8,2,2.1,3,4.6,2,3.5,1,0.8,0,0.4,0,0.8,0,2.4,32,57.6,287.9,1727.4
76,7,1,Rural,0,0,3,25.3,19,3.6,6,8.3,3,1.6,2,1,0.7,2,1.0,3,2.1,2,2.8,2,1.8,2,1.7,1,0.0,0,2.1,43,52.4,224.6,1572.1
69,3,2,Urban,1,0,10,30.9,23,6.5,5,4.3,5,10.1,2,2,0.9,4,1.2,1,0.2,2,0.0,1,1.8,2,1.0,1,0.2,1,1.8,49,92.4,923.7,2771.0
13,3,2,Urban,1,1,2,19.3,12,6.4,6,4.4,3,6.1,2,2,0.49500000000000005,4,5.742,3,3.3,2,1.8,1,0.19800000000000004,0,0.0,0,0.5,1,1.3,36,51.2,512.3,1536.8
43,3,3,Rural,0,1,9,32.2,14,6.9,6,11.8,2,10.1,2,2,0.55,2,1.32,3,5.1,1,3.8,2,0.66,2,1.3,0,0.3,0,0.5,36,72.7,727.2,2181.6
25,4,1,Urban,1,0,4,30.5,11,5.6,5,6.6,4,5.9,1,2,0.9,4,1.4,1,1.4,2,0.7,1,1.6,2,0.9,1,0.2,1,2.7,35,56.1,420.7,1682.9
18,3,1,Urban,0,0,2,18.9,13,4.2,5,11.6,2,3.0,1,2,0.3,4,6.8,3,1.0,3,3.8,1,1.2,0,1.2,0,0.2,1,0.2,35,67.3,673.0,2019.1
13,8,3,Rural,0,0,3,25.0,22,3.2,2,8.6,1,0.5,1,0,0.8,3,3.2,2,0.7,2,3.0,0,1.5,1,1.2,1,0.2,1,1.1,36,36.7,137.7,1101.3
25,5,1,Urban,0,1,4,31.3,20,7.9,2,5.5,3,5.7,2,2,0.55,2,2.75,3,7.4,2,0.5,2,1.9800000000000002,2,0.8,1,0.0,1,2.0,42,61.9,371.5,1857.7
38,5,2,Urban,0,0,7,36.4,14,3.3,7,9.0,2,7.68,1,1,0.3,3,5.4,2,5.3,3,2.7,1,0.3,1,1.3,0,0.8,0,0.9,35,77.0,461.9,2309.6
18,3,3,Urban,1,1,10,32.0,16,5.9,2,10.0,2,4.9,1,1,0.11000000000000001,1,2.4200000000000004,1,4.1,1,1.7,1,1.9800000000000002,0,1.9,0,0.9,0,1.0,26,32.0,320.1,960.3
26,6,1,Rural,0,0,3,23.2,20,4.5,4,11.6,5,4.5,2,1,0.81,2,6.3,2,1.5,1,2.1,2,0.36000000000000004,2,1.4,1,1.0,1,2.8,43,69.9,349.3,2095.9
31,5,3,Urban,0,0,1,14.2,17,6.6,4,11.7,4,2.4,1,1,0.11000000000000001,2,3.5200000000000005,1,3.0,1,3.3,1,1.6500000000000001,1,0.0,1,1.0,0,2.6,34,40.1,240.9,1204.3
35,7,1,Urban,0,0,10,27.0,14,3.2,3,6.2,5,10.2,2,0,0.54,3,6.03,1,5.6,3,3.1,2,0.63,2,0.6,1,0.8,0,1.9,36,127.6,546.7,3826.7
4,7,1,Urban,0,0,11,21.0,5,6.6,5,5.6,1,3.1,1,0,0.9,1,4.7,1,0.9,2,1.0,0,1.6,1,0.3,0,0.7,1,0.1,18,18.7,80.2,561.2
55,6,1,Urban,0,0,5,33.5,12,4.3,6,10.56,3,9.6,2,1,0.8,3,4.5,3,7.4,2,1.6,2,1.4,1,0.6,1,0.9,1,1.6,37,86.5,432.4,2594.3
19,7,2,Urban,0,0,11,21.9,19,5.9,4,4.7,1,11.2,2,2,0.9,2,4.0,0,3.2,2,1.6,0,1.1,1,0.7,0,0.8,1,0.8,34,45.6,195.4,1368.0
12,8,3,Urban,0,0,12,13.5,21,4.9,4,9.5,3,0.3,2,0,0.7,4,5.1,3,4.0,3,1.7,1,1.8,1,0.6,1,0.9,0,1.2,43,41.2,154.5,1236.0
5,6,2,Urban,0,0,1,14.1,14,4.0,5,8.7,1,9.8,2,2,0.8,2,6.0,3,5.1,0,1.9,0,1.9,0,1.2,0,0.4,0,2.5,29,23.6,118.0,708.0
15,7,2,Rural,0,1,1,15.0,7,4.7,3,6.4,3,10.9,1,0,0.11000000000000001,2,1.6500000000000001,0,7.4,2,2.1,1,0.66,0,1.5,0,0.1,0,2.9,19,63.2,270.7,1895.1
66,3,3,Urban,0,1,10,30.2,24,6.3,5,5.7,4,0.6,1,2,0.77,3,1.7600000000000002,3,7.6,1,1.7,2,0.77,2,1.8,1,0.0,1,1.4,49,37.3,373.1,1119.4
11,7,3,Urban,0,0,5,32.8,16,3.1,3,14.399999999999999,4,11.76,1,2,0.6,2,3.7,2,4.9,3,2.4,1,1.3,0,1.9,0,0.9,0,1.4,34,120.2,515.2,3606.2
38,3,1,Urban,0,0,7,29.2,25,5.5,4,8.64,5,6.24,1,2,0.7,2,6.2,0,6.4,2,0.2,1,0.3,2,0.2,0,0.5,0,2.8,44,65.6,656.1,1968.3
0,7,1,Rural,1,1,2,7.2,19,3.9,3,9.1,0,3.3,2,2,0.8800000000000001,2,2.75,2,7.3,0,1.0,1,2.2,0,0.0,0,0.9,0,2.0,31,13.3,57.1,399.4
19,7,3,Rural,1,0,4,35.3,18,5.9,5,9.9,1,0.6,2,1,0.45,2,6.57,2,4.3,2,0.4,1,0.7200000000000001,1,0.5,0,0.6,0,1.4,35,18.2,77.9,545.1
70,7,1,Rural,1,1,8,38.5,21,7.1,5,13.56,2,13.44,1,2,0.55,5,3.4100000000000006,3,5.2,3,0.9,2,1.7600000000000002,1,0.1,0,0.9,1,0.6,46,77.1,330.4,2312.8
42,3,1,Urban,0,0,6,37.7,14,5.6,7,11.639999999999999,5,9.0,2,1,0.3,5,3.7,1,1.1,2,0.3,1,0.8,2,1.2,0,0.2,0,2.6,40,108.8,1087.7,3263.1
9,7,3,Rural,0,0,8,30.4,15,5.0,2,13.319999999999999,2,2.64,2,1,0.4,1,2.2,3,3.9,2,1.7,1,1.8,1,1.0,1,0.5,1,1.1,32,40.4,173.3,1212.8
28,7,2,Urban,0,0,10,27.4,15,6.0,6,6.5,3,8.4,1,1,0.36000000000000004,4,5.58,0,4.1,2,0.6,2,1.4400000000000002,1,0.3,0,0.4,1,2.1,36,69.6,298.3,2088.2
5,8,3,Urban,0,0,5,34.0,11,4.2,5,5.52,0,9.96,1,2,0.6,2,6.0,2,0.9,2,3.9,1,2.0,0,1.3,0,0.5,0,1.2,26,43.2,162.0,1296.2
15,4,3,Urban,0,0,10,31.3,17,3.0,2,7.6,3,10.8,2,1,0.45,3,6.210000000000001,2,7.4,2,3.3,0,0.7200000000000001,1,1.9,1,0.2,0,1.7,34,90.9,681.6,2726.6
44,3,2,Urban,0,0,2,17.2,14,6.6,3,10.5,5,9.7,2,0,0.9900000000000001,3,3.5200000000000005,1,3.0,2,1.5,1,0.66,1,0.2,1,0.3,1,2.0,34,97.0,969.9,2909.8
47,8,1,Urban,0,0,2,19.3,14,7.1,4,8.4,4,4.3,2,1,0.6,5,7.9,1,5.2,3,0.4,1,0.3,2,0.2,0,0.8,1,1.9,38,48.0,179.9,1439.0
6,5,2,Rural,1,0,2,12.4,10,6.5,1,8.9,1,6.1,2,1,0.18000000000000002,1,6.75,2,2.4,2,2.0,1,1.35,1,1.9,0,0.4,0,2.7,22,31.4,188.6,942.9
63,6,2,Rural,1,0,8,34.0,18,7.7,3,9.839999999999998,4,11.52,1,1,0.3,2,1.9,1,0.4,1,0.8,1,0.3,1,1.5,0,0.9,1,1.0,34,85.6,428.2,2569.2
25,4,3,Urban,1,0,6,33.1,11,3.5,6,5.04,5,7.199999999999999,1,1,0.1,4,5.7,0,3.3,1,0.3,2,1.4,1,0.1,0,0.5,1,0.7,33,71.6,536.7,2146.9
10,8,1,Rural,0,0,6,36.6,12,3.4,5,8.16,1,11.52,1,1,0.2,4,6.0,0,2.4,3,1.5,1,1.2,1,1.2,1,1.0,1,0.5,31,56.3,211.1,1688.7
23,8,1,Urban,1,1,4,28.0,19,5.3,7,9.1,2,9.7,2,1,0.44000000000000006,3,7.920000000000001,2,2.5,1,1.4,2,2.2,2,0.3,1,0.0,0,1.2,42,52.2,195.9,1566.9
23,7,2,Urban,1,0,1,14.9,16,6.2,4,6.7,2,11.4,1,0,0.9,2,1.4,1,1.7,3,2.7,2,1.2,2,1.7,0,0.4,0,2.3,33,70.6,302.6,2117.9
28,5,3,Rural,0,0,6,34.5,13,5.7,2,14.28,2,1.68,1,0,0.54,5,1.1700000000000002,1,5.9,3,1.3,1,0.7200000000000001,2,1.1,0,0.6,0,2.2,30,34.6,207.4,1037.1
15,5,2,Urban,0,0,7,35.2,18,4.8,5,6.119999999999999,1,8.4,1,0,0.0,4,6.1,2,7.1,1,3.9,0,1.1,1,0.9,0,0.0,0,2.3,33,45.9,275.4,1377.1
25,7,1,Urban,0,0,8,36.9,14,4.8,4,11.88,4,3.84,1,0,0.1,2,7.5,1,4.6,2,1.2,2,0.1,2,0.4,1,0.7,0,0.3,33,52.8,226.2,1583.1
8,8,1,Urban,0,0,7,33.8,11,5.2,6,13.319999999999999,0,13.44,2,2,0.9,1,0.9900000000000001,3,7.8,1,0.3,0,0.36000000000000004,1,1.0,0,0.1,0,0.1,27,17.3,65.0,519.6
49,8,3,Urban,0,0,2,11.5,24,3.2,7,9.2,2,10.0,2,0,0.9900000000000001,5,6.050000000000001,1,3.7,2,3.1,2,0.66,2,1.9,0,0.0,1,2.9,48,75.7,283.7,2269.8
23,7,3,Urban,0,0,3,21.7,25,6.1,6,6.3,5,3.6,1,0,0.22000000000000003,4,1.87,0,5.8,3,2.8,1,2.09,2,1.5,0,0.2,0,0.9,47,77.0,329.9,2309.6
6,4,2,Urban,0,0,11,25.3,12,4.3,5,4.5,0,11.5,1,0,0.1,1,4.7,3,0.6,2,2.2,0,1.2,0,1.9,0,0.9,1,1.2,25,29.1,218.5,873.9
47,3,3,Urban,0,0,3,19.5,12,4.3,6,10.3,2,6.7,1,1,0.1,5,1.5,1,3.2,3,1.8,1,0.4,2,1.2,0,0.9,1,2.6,35,62.3,623.0,1869.1
72,4,2,Urban,0,0,10,25.6,24,7.1,3,5.2,3,7.6,2,0,0.9,4,2.1,0,1.5,2,1.3,1,0.3,1,2.0,1,0.4,0,2.2,41,62.1,466.0,1863.8
71,3,3,Urban,0,1,9,36.2,12,6.2,4,9.4,4,3.3,2,0,0.24200000000000005,2,2.5410000000000004,1,3.6,2,2.9,1,1.4520000000000002,1,1.3,0,1.0,1,1.8,30,70.3,702.9,2108.8
14,5,2,Urban,0,0,1,9.7,15,5.8,3,7.9,3,3.1,1,2,1.0,1,5.6,0,7.4,3,2.3,1,0.1,1,1.1,0,0.1,0,2.6,30,47.7,286.1,1430.6
5,6,1,Urban,0,0,12,19.0,16,4.9,5,11.0,0,11.7,1,0,0.8,2,2.0,3,1.8,2,2.9,0,1.6,1,1.9,0,0.4,1,2.5,31,45.5,227.7,1366.4
29,7,1,Urban,0,0,9,37.8,10,5.3,7,7.6,3,0.6,1,1,0.0,5,1.4,0,6.0,2,0.8,1,1.4,1,0.4,0,0.2,1,2.1,32,28.2,120.8,845.3
7,4,1,Urban,1,0,10,29.3,14,7.1,3,6.9,1,8.5,2,2,0.11000000000000001,1,1.9800000000000002,3,8.0,2,3.2,0,1.7600000000000002,1,0.2,1,0.8,1,2.8,31,53.3,399.5,1597.9
76,5,1,Urban,0,0,11,20.2,17,4.9,4,7.4,3,1.3,2,2,0.9,5,4.6,1,4.2,2,3.4,1,0.2,2,2.0,1,0.6,1,2.5,41,59.7,358.5,1792.4
9,4,1,Urban,0,0,1,13.4,9,4.5,5,5.8,3,5.7,2,1,0.9,1,7.5,2,3.5,0,3.3,1,0.7,0,0.1,0,0.6,1,1.6,25,36.1,270.8,1083.3
11,8,1,Urban,0,1,1,13.0,9,4.9,3,12.0,1,5.7,2,1,0.77,4,8.36,1,7.0,3,1.4,1,0.44000000000000006,1,1.1,1,0.0,1,1.1,28,38.9,145.8,1166.4
18,3,3,Urban,0,0,1,9.1,18,4.7,2,9.2,2,9.8,1,2,0.77,3,7.26,3,2.5,3,1.3,0,1.9800000000000002,1,0.0,1,0.4,0,1.7,36,46.1,460.6,1381.8
13,7,3,Urban,0,0,6,35.5,13,6.3,6,5.159999999999999,2,3.7199999999999998,1,1,0.6,4,5.6,0,7.2,3,0.9,1,1.1,1,1.3,1,0.4,1,0.2,34,40.3,172.7,1209.0
49,8,3,Urban,1,1,1,14.7,13,7.9,6,6.7,2,1.8,2,0,0.9900000000000001,3,8.14,2,3.4,2,1.1,1,0.33,2,1.1,1,0.9,1,1.5,35,31.4,117.8,942.0
19,3,2,Urban,0,1,2,11.4,12,3.2,2,6.7,1,8.3,1,1,0.7260000000000001,2,8.833000000000002,2,1.4,1,1.1,0,2.0570000000000004,1,1.5,0,0.9,0,0.2,23,22.8,227.7,683.0
5,8,3,Urban,0,0,11,26.7,17,6.2,6,6.4,1,6.9,2,2,0.6,2,5.8,3,6.7,1,3.5,1,1.7,1,1.4,1,0.0,0,2.5,37,44.3,166.2,1329.3
10,3,3,Urban,0,0,10,23.9,11,5.3,2,8.5,3,7.2,2,1,0.7,1,4.2,1,4.2,1,3.3,1,0.5,0,1.5,0,0.8,0,2.5,23,55.1,551.4,1654.1
26,3,2,Urban,1,1,2,15.4,23,7.8,4,7.2,2,4.8,1,0,0.66,3,8.030000000000001,3,6.1,2,3.8,1,0.77,1,1.0,1,0.9,1,2.5,42,64.4,644.1,1932.4
9,8,2,Rural,0,0,3,25.2,11,4.8,1,11.3,2,3.5,1,2,0.7,4,7.5,1,0.2,2,2.1,0,0.7,0,0.0,1,0.6,1,1.6,26,43.3,162.5,1299.7
28,5,1,Urban,0,1,2,13.3,24,3.3,4,6.2,4,8.9,2,1,0.33,2,5.5,0,7.8,1,2.2,2,1.7600000000000002,2,0.6,0,0.7,0,1.6,42,64.5,387.0,1934.9
23,7,3,Urban,0,0,6,39.3,25,5.2,7,12.6,4,10.08,2,1,0.4,3,6.7,2,4.2,1,3.5,2,0.5,1,1.6,1,0.8,0,1.7,49,110.8,474.7,3322.6
37,6,3,Urban,1,1,7,31.2,21,3.8,2,12.12,2,12.239999999999998,2,0,0.55,4,8.690000000000001,3,6.4,1,0.2,2,1.4300000000000002,2,0.6,0,0.0,0,2.5,39,55.0,275.1,1650.5
79,4,2,Urban,1,0,2,18.3,25,4.1,3,11.1,4,9.5,1,1,0.4,5,5.3,2,4.9,2,1.7,2,1.0,2,0.0,0,0.8,1,2.4,48,72.6,544.2,2176.6
66,3,1,Urban,0,1,6,38.7,21,7.4,4,8.52,2,8.28,2,2,0.9680000000000002,2,6.776000000000001,1,2.5,2,0.7,1,1.0890000000000002,2,0.8,0,0.8,0,2.2,39,55.0,550.3,1650.9
71,7,3,Urban,0,0,12,16.5,16,5.6,3,5.0,2,10.0,1,0,0.6,2,7.0,3,2.1,2,3.6,1,0.6,2,0.9,0,0.2,0,2.0,32,69.4,297.3,2081.1
9,4,2,Urban,0,1,8,32.1,7,7.5,1,13.08,2,3.7199999999999998,1,1,0.7920000000000001,3,6.237,1,7.8,0,3.5,1,0.29700000000000004,0,0.6,0,0.3,1,0.1,18,20.8,156.3,625.2
5,7,2,Urban,0,1,8,31.9,15,4.9,2,8.52,1,8.76,1,1,0.33,2,7.700000000000001,1,3.2,0,0.5,0,0.8800000000000001,1,1.5,1,0.8,1,1.5,26,30.0,128.5,899.3
14,8,3,Urban,0,0,8,31.1,11,6.6,6,8.28,2,4.8,2,2,0.7200000000000001,2,5.8500000000000005,1,1.8,1,1.9,0,0.54,0,0.8,0,0.0,0,0.1,27,36.8,137.9,1103.2
68,4,2,Rural,0,0,1,16.4,11,7.0,2,4.8,2,9.3,1,0,0.9,5,6.5,2,4.4,2,1.2,2,1.5,2,0.5,1,0.3,1,2.6,31,56.1,421.1,1684.3
72,7,2,Urban,0,0,8,33.1,11,3.2,4,12.719999999999999,4,13.44,1,2,0.2,5,7.1,1,4.5,1,1.0,1,0.4,1,1.3,1,0.9,1,1.3,33,121.1,518.9,3632.1
52,6,3,Urban,0,0,3,24.3,14,7.6,7,10.3,4,8.6,1,2,0.1,4,7.7,2,4.4,2,3.1,2,0.5,1,0.9,0,0.5,0,0.2,39,90.6,453.2,2719.4
6,7,1,Rural,0,0,12,18.8,9,3.2,1,4.2,3,3.5,1,1,0.8,3,5.2,1,5.7,0,2.0,1,1.3,0,1.3,0,0.5,0,0.9,20,22.5,96.4,674.6
76,7,3,Urban,0,1,12,19.4,18,3.1,7,9.9,3,3.1,1,0,0.7260000000000001,4,2.5410000000000004,0,0.6,2,0.0,2,1.2100000000000002,2,1.1,1,0.5,0,0.6,40,28.7,122.8,859.8
19,3,1,Urban,1,0,6,27.0,21,6.9,5,6.72,3,1.68,2,1,0.3,2,7.0,2,3.7,2,0.0,1,0.2,0,1.5,1,0.5,1,2.2,41,26.9,269.0,806.9
3,3,2,Urban,1,0,9,36.0,12,4.4,6,10.6,0,8.3,1,2,1.0,2,7.2,3,4.9,1,3.9,0,1.5,0,0.8,0,0.6,1,1.6,28,28.7,287.2,861.6
19,3,3,Urban,0,0,6,36.6,22,5.3,6,5.04,1,13.56,1,1,0.66,1,4.07,3,2.5,2,1.7,0,0.8800000000000001,1,1.1,1,0.0,1,1.8,40,59.0,590.1,1770.4
0,8,3,Urban,0,1,3,24.4,12,4.3,3,6.4,2,3.1,2,1,0.33,4,1.6500000000000001,0,3.2,1,3.5,1,0.66,1,0.2,0,0.1,1,2.4,28,40.0,150.1,1200.9
28,7,1,Rural,0,0,2,15.7,19,6.7,2,4.9,5,11.9,2,1,0.9,4,3.2,2,7.7,1,2.7,1,0.8,1,1.6,0,0.3,1,0.8,39,101.2,433.7,3036.1
13,6,2,Rural,0,0,7,35.2,10,5.0,6,11.28,2,7.8,2,0,0.5,1,2.3,0,6.4,1,3.5,0,0.4,1,1.8,1,0.9,1,1.7,25,63.3,316.4,1898.5
16,4,3,Urban,0,0,9,33.7,15,5.9,4,9.5,3,8.7,2,0,0.1,1,2.3,2,0.7,1,1.6,1,0.2,1,1.8,1,0.9,1,0.6,32,67.7,507.6,2030.4
22,3,3,Urban,1,0,11,20.5,10,6.7,6,10.0,2,2.7,2,1,0.3,2,3.7,3,1.3,2,4.0,2,1.3,2,1.7,0,0.1,1,2.5,33,60.1,600.7,1802.1
58,5,2,Urban,0,1,3,20.1,15,4.9,4,8.3,5,1.7,2,0,0.44000000000000006,2,4.07,2,2.1,2,1.9,2,1.7600000000000002,1,1.2,1,0.3,1,2.2,37,52.0,311.9,1559.7
35,7,1,Urban,1,0,12,15.2,14,3.4,6,7.8,5,11.9,2,2,0.44000000000000006,2,2.64,3,1.9,2,3.8,1,1.1,1,1.8,1,0.6,1,0.5,40,108.8,466.3,3263.8
17,6,3,Rural,0,1,2,19.4,9,7.4,4,11.8,1,4.2,1,0,0.22000000000000003,1,3.3000000000000003,2,2.3,3,3.0,1,0.9900000000000001,0,0.6,0,0.5,1,2.6,23,59.8,299.2,1794.9
44,6,2,Urban,0,1,5,31.7,10,5.1,4,10.08,2,2.88,2,2,0.33,4,7.8100000000000005,2,3.9,2,2.2,2,1.6500000000000001,1,1.2,0,0.0,1,2.2,32,51.4,256.8,1540.8
61,3,3,Urban,0,1,8,35.0,14,5.6,5,12.96,3,12.12,2,2,0.77,3,8.58,0,4.2,1,1.2,1,0.22000000000000003,1,1.7,0,0.8,1,0.4,33,86.0,859.6,2578.9
7,8,3,Urban,0,0,11,20.4,5,7.9,3,6.7,0,1.0,1,0,1.0,1,4.9,2,7.8,1,3.6,0,1.5,1,1.1,1,0.6,0,0.7,15,22.8,85.4,683.4
21,3,3,Rural,1,0,1,20.9,15,4.4,5,8.4,2,1.6,2,0,0.9,5,7.0,3,7.1,2,3.9,1,0.0,1,0.7,1,0.5,1,0.1,38,45.4,453.9,1361.8
14,8,1,Urban,0,0,2,18.1,9,3.7,2,4.9,3,9.8,2,1,0.4,2,3.7,3,3.8,1,2.9,0,1.5,1,1.5,0,0.2,1,2.8,25,69.1,259.2,2073.9
4,5,2,Rural,0,1,3,23.8,17,6.3,6,8.1,2,5.7,1,0,0.66,1,3.08,3,2.5,1,0.5,0,1.9800000000000002,0,0.1,0,0.7,0,2.7,31,30.7,184.0,919.9
30,5,3,Urban,0,0,8,27.5,12,4.5,2,14.16,5,3.9599999999999995,1,1,0.0,3,2.6,1,2.2,2,2.3,1,1.0,2,1.9,1,0.5,0,0.3,31,66.6,399.4,1997.0
53,3,3,Urban,0,1,3,19.1,12,7.3,6,6.5,3,5.2,1,2,0.33,3,7.15,2,0.6,2,0.6,2,1.2100000000000002,1,0.4,1,0.3,0,1.1,35,41.6,415.7,1247.2
5,4,3,Urban,1,1,9,33.0,16,7.4,2,4.0,1,11.7,2,0,0.44000000000000006,1,3.3000000000000003,2,5.4,1,2.3,1,1.54,1,0.9,0,0.2,1,2.4,28,44.1,330.9,1323.6
41,3,1,Urban,1,1,11,25.3,12,3.5,3,11.0,4,2.5,2,1,0.55,3,5.06,1,4.4,3,1.4,1,0.66,1,0.3,0,0.8,1,1.0,32,39.5,394.8,1184.5
50,3,3,Urban,1,0,8,34.9,20,7.9,7,9.24,2,1.44,1,1,0.5,4,2.8,1,4.4,3,3.9,1,0.9,1,1.0,1,0.4,0,0.5,42,60.9,609.5,1828.4
65,6,2,Urban,1,1,3,26.6,20,6.8,2,4.5,5,11.1,2,1,0.55,2,5.28,3,4.1,3,3.6,1,1.2100000000000002,2,1.0,1,0.2,1,1.3,43,128.4,641.8,3850.5
12,3,1,Urban,0,1,11,25.3,16,3.3,5,9.2,1,2.8,2,1,1.0890000000000002,1,1.6940000000000002,3,6.1,1,2.7,1,1.2100000000000002,0,1.1,0,0.5,0,1.8,31,29.5,295.1,885.2
65,3,2,Urban,0,0,9,31.6,21,7.9,4,10.3,2,11.2,2,2,0.9,2,5.6,2,8.0,2,1.1,2,0.6,2,0.5,1,0.3,0,2.9,42,66.0,659.9,1979.6
10,3,3,Urban,0,1,1,12.5,16,3.2,7,8.1,3,4.2,1,2,0.22000000000000003,2,5.28,0,6.6,1,2.5,1,0.8800000000000001,1,1.6,1,0.7,0,2.6,35,39.1,390.7,1172.2
23,4,3,Rural,0,0,3,24.4,12,3.7,6,5.0,2,0.3,2,2,0.22000000000000003,2,1.7600000000000002,1,3.8,2,0.6,2,1.4300000000000002,1,0.4,1,0.8,1,2.0,34,24.8,186.1,744.3
3,6,1,Rural,1,0,6,36.1,6,4.3,6,13.92,2,6.96,2,2,0.7,3,1.2,2,4.9,2,0.1,1,0.4,1,0.4,0,0.3,0,2.5,27,36.5,182.7,1096.0
1,7,3,Rural,0,0,7,29.6,9,6.2,3,7.4399999999999995,1,2.88,1,2,0.9,2,3.1,3,3.5,1,3.6,0,0.7,0,0.5,1,0.0,1,1.3,24,30.5,130.8,915.5
34,7,2,Urban,0,1,4,30.8,15,7.5,4,9.5,5,5.5,2,1,0.77,4,3.4100000000000006,2,3.3,3,0.8,1,0.44000000000000006,1,1.9,0,0.9,0,0.1,38,76.2,326.5,2285.7
18,7,2,Urban,1,0,1,6.3,12,4.2,3,10.0,1,6.6,2,0,0.8,2,2.9,2,5.4,1,1.0,0,0.6,1,1.8,0,0.9,0,2.2,24,20.2,86.5,605.7
11,7,2,Urban,0,0,3,23.5,20,4.9,2,7.7,4,7.4,1,1,0.3,2,7.2,1,1.9,3,0.8,1,0.2,0,0.5,0,0.0,0,1.1,35,63.3,271.4,1900.0
